Project_ID,ML_Anomaly_Score,Graph_Risk_Score,Photo_Risk_Score,Work_Splitting_Score,Vendor_Concentration_Score,Utilization_Risk_Score,Final_Risk_Score,Risk_Level
P00046955,64,29,0,7,7,46,25,Low
P00046956,17,21,0,12,13,1,10,Low
P00046957,35,69,0,7,23,6,23,Low
P00046958,30,32,0,22,17,1,17,Low
P00046959,28,21,70,19,10,6,25,Low
P00046960,25,9,0,16,8,2,10,Low
P00046961,35,58,30,26,14,0,27,Low
P00046962,16,28,0,19,32,4,16,Low
P00046963,7,31,0,15,21,1,12,Low
P00046964,29,31,0,24,28,3,19,Low
P00046965,21,9,0,29,31,5,15,Low
P00046966,24,6,0,30,66,2,21,Low
P00046967,20,15,0,13,25,1,12,Low
P00046968,6,77,0,25,56,3,27,Low
P00046969,21,11,0,24,34,4,15,Low
P00046970,9,14,0,14,26,5,11,Low
P00046971,21,15,0,13,23,1,12,Low
P00046972,13,31,0,35,16,0,15,Low
P00046973,27,11,0,32,67,5,23,Low
P00046974,33,54,0,12,10,1,18,Low
P00046975,20,16,0,29,29,0,15,Low
P00046976,6,26,70,14,22,7,24,Low
P00046977,74,33,0,11,30,49,32,Low
P00046978,9,19,0,17,27,5,12,Low
P00046979,31,29,0,11,5,0,12,Low
P00046980,16,14,70,17,5,5,21,Low
P00046981,13,28,0,31,5,4,13,Low
P00046982,23,28,0,6,23,1,13,Low
P00046983,29,14,0,12,6,7,11,Low
P00046984,18,26,0,6,35,2,14,Low
P00046985,8,10,0,26,32,5,13,Low
P00046986,11,15,0,18,9,1,9,Low
P00046987,12,13,0,16,5,3,8,Low
P00046988,30,11,0,11,14,0,11,Low
P00046989,19,24,70,24,8,2,24,Low
P00046990,23,10,0,17,6,0,9,Low
P00046991,25,33,0,34,6,3,16,Low
P00046992,15,28,0,20,35,7,17,Low
P00046993,17,9,0,21,29,2,13,Low
P00046994,11,13,0,25,13,0,10,Low
P00046995,8,15,0,26,10,1,10,Low
P00046996,34,30,0,11,9,0,14,Low
P00046997,21,14,0,20,26,6,14,Low
P00046998,7,15,0,24,73,1,20,Low
P00046999,29,30,0,11,7,0,12,Low
P00047000,25,7,0,20,15,18,14,Low
P00047001,32,75,0,31,22,0,26,Low
P00047002,17,23,30,32,17,0,19,Low
P00047003,16,72,0,19,23,3,22,Low
P00047004,12,35,0,24,15,6,15,Low
P00047005,67,18,70,18,26,56,42,Medium
P00047006,29,31,0,20,28,1,18,Low
P00047007,27,72,0,29,8,1,22,Low
P00047008,33,23,0,17,29,5,17,Low
P00047009,30,29,0,32,16,6,18,Low
P00047010,32,13,0,33,30,1,18,Low
P00047011,15,30,0,25,8,1,13,Low
P00047012,57,14,0,30,10,47,26,Low
P00047013,18,15,0,23,72,6,22,Low
P00047014,8,33,0,19,32,36,21,Low
P00047015,12,11,0,20,27,4,12,Low
P00047016,12,31,0,30,15,4,15,Low
P00047017,9,12,0,10,7,2,6,Low
P00047018,24,52,0,10,8,5,16,Low
P00047019,28,26,0,19,11,6,15,Low
P00047020,8,30,70,22,34,2,27,Low
P00047021,28,23,0,13,18,5,14,Low
P00047022,50,15,0,27,30,45,27,Low
P00047023,57,18,0,24,25,47,28,Low
P00047024,68,34,0,22,73,44,40,Medium
P00047025,33,6,0,14,14,2,11,Low
P00047026,25,34,0,21,10,4,15,Low
P00047027,8,5,0,17,10,4,7,Low
P00047028,27,30,0,19,34,6,19,Low
P00047029,5,30,0,18,23,0,12,Low
P00047030,7,24,0,14,16,3,10,Low
P00047031,18,26,0,13,29,5,15,Low
P00047032,30,52,0,12,17,3,19,Low
P00047033,19,21,0,13,23,4,13,Low
P00047034,17,29,0,7,10,2,10,Low
P00047035,12,29,0,13,30,2,14,Low
P00047036,6,31,0,10,35,0,13,Low
P00047037,24,31,0,5,8,0,11,Low
P00047038,17,27,30,8,31,1,19,Low
P00047039,16,28,0,28,21,2,15,Low
P00047040,12,5,0,22,22,2,10,Low
P00047041,32,5,0,12,77,2,21,Low
P00047042,5,89,0,27,11,1,22,Low
P00047043,23,78,0,17,21,6,24,Low
P00047044,18,16,0,23,18,1,12,Low
P00047045,6,29,0,24,25,0,14,Low
P00047046,6,29,0,11,32,3,13,Low
P00047047,29,76,0,8,70,6,31,Low
P00047048,18,35,0,6,34,6,16,Low
P00047049,28,11,0,12,32,5,14,Low
P00047050,17,20,70,15,32,40,32,Low
P00047051,21,13,0,11,28,5,13,Low
P00047052,6,76,0,10,79,2,28,Low
P00047053,6,14,0,7,28,37,15,Low
P00047054,8,54,0,18,22,0,17,Low
P00047055,22,13,0,33,82,3,25,Low
P00047056,55,5,0,23,30,44,26,Low
P00047057,16,13,0,31,46,5,18,Low
P00047058,15,7,70,19,34,3,24,Low
P00047059,34,27,0,33,28,2,20,Low
P00047060,14,24,0,12,33,5,14,Low
P00047061,35,17,30,8,7,21,19,Low
P00047062,27,29,0,6,16,7,14,Low
P00047063,34,23,0,14,28,2,16,Low
P00047064,25,24,0,17,32,6,17,Low
P00047065,33,18,0,12,34,3,16,Low
P00047066,32,19,0,20,25,6,17,Low
P00047067,21,29,0,31,13,3,16,Low
P00047068,19,21,0,16,14,40,18,Low
P00047069,6,8,0,29,20,4,11,Low
P00047070,27,34,0,24,11,0,16,Low
P00047071,26,8,0,34,86,5,26,Low
P00047072,15,30,0,30,22,5,17,Low
P00047073,32,27,0,18,8,29,19,Low
P00047074,22,67,0,24,25,5,23,Low
P00047075,35,30,70,12,35,5,31,Low
P00047076,8,16,0,35,23,6,14,Low
P00047077,6,56,0,5,17,4,14,Low
P00047078,29,12,0,20,12,6,13,Low
P00047079,12,11,0,34,12,0,11,Low
P00047080,30,10,0,11,31,1,13,Low
P00047081,14,35,0,16,24,7,16,Low
P00047082,29,61,0,24,27,5,24,Low
P00047083,8,5,0,27,21,3,10,Low
P00047084,26,13,70,11,78,4,33,Low
P00047085,18,5,0,5,34,2,10,Low
P00047086,20,30,0,11,34,6,16,Low
P00047087,30,23,0,27,48,1,21,Low
P00047088,29,21,0,31,5,3,14,Low
P00047089,35,73,0,28,15,4,25,Low
P00047090,12,22,0,8,87,3,22,Low
P00047091,30,20,0,27,9,6,15,Low
P00047092,33,58,0,9,22,6,21,Low
P00047093,18,7,0,19,40,1,14,Low
P00047094,5,12,0,30,23,1,11,Low
P00047095,26,12,0,12,28,2,13,Low
P00047096,5,29,0,5,34,1,12,Low
P00047097,14,9,0,8,34,0,10,Low
P00047098,16,11,0,27,34,5,15,Low
P00047099,30,15,0,29,22,1,16,Low
P00047100,34,15,0,23,16,6,15,Low
P00047101,32,11,0,15,32,6,16,Low
P00047102,31,86,0,34,29,3,30,Low
P00047103,9,26,0,25,28,1,14,Low
P00047104,15,13,0,16,18,4,11,Low
P00047105,13,5,0,29,9,4,10,Low
P00047106,16,24,70,19,29,4,27,Low
P00047107,35,15,0,11,11,0,12,Low
P00047108,5,14,0,8,54,4,14,Low
P00047109,12,18,70,21,42,3,27,Low
P00047110,15,26,0,21,31,3,16,Low
P00047111,19,64,0,18,22,5,21,Low
P00047112,19,27,0,12,35,1,15,Low
P00047113,27,18,70,25,15,2,26,Low
P00047114,5,8,0,22,14,7,9,Low
P00047115,13,18,30,33,14,4,18,Low
P00047116,17,12,0,31,6,1,11,Low
P00047117,18,12,0,22,32,1,14,Low
P00047118,62,59,0,31,26,51,38,Medium
P00047119,32,10,0,15,21,0,13,Low
P00047120,34,18,30,9,31,5,21,Low
P00047121,25,11,0,32,13,5,14,Low
P00047122,29,10,0,18,35,4,16,Low
P00047123,6,19,0,7,14,4,8,Low
P00047124,15,32,0,33,18,0,16,Low
P00047125,35,8,0,11,8,4,11,Low
P00047126,84,76,0,31,13,56,43,Medium
P00047127,25,48,0,27,24,0,20,Low
P00047128,11,8,0,8,21,1,8,Low
P00047129,12,18,0,22,9,6,11,Low
P00047130,6,21,70,10,17,30,25,Low
P00047131,20,24,0,29,15,2,15,Low
P00047132,34,18,0,9,25,1,14,Low
P00047133,21,20,0,32,91,39,33,Low
P00047134,78,55,0,11,16,50,35,Medium
P00047135,33,11,0,15,91,7,26,Low
P00047136,32,19,70,31,21,31,34,Low
P00047137,26,13,0,26,32,5,17,Low
P00047138,16,17,0,32,34,0,16,Low
P00047139,11,20,70,35,24,5,27,Low
P00047140,32,30,0,25,15,3,17,Low
P00047141,11,25,0,15,25,3,13,Low
P00047142,25,19,0,18,21,6,14,Low
P00047143,16,22,0,9,30,5,13,Low
P00047144,21,29,0,34,14,4,17,Low
P00047145,7,23,0,8,10,4,8,Low
P00047146,11,8,0,20,81,0,20,Low
P00047147,6,33,0,9,15,5,11,Low
P00047148,34,9,0,16,10,1,11,Low
P00047149,15,31,0,33,22,2,17,Low
P00047150,17,10,0,15,9,1,8,Low
P00047151,13,31,0,32,30,2,18,Low
P00047152,23,73,0,14,31,2,23,Low
P00047153,27,26,0,18,27,3,16,Low
P00047154,7,35,30,15,26,0,18,Low
P00047155,14,13,0,6,17,3,8,Low
P00047156,19,32,0,34,16,1,17,Low
P00047157,31,25,0,24,75,2,26,Low
P00047158,20,31,0,17,33,5,17,Low
P00047159,20,57,0,7,12,1,16,Low
P00047160,20,5,0,33,25,1,14,Low
P00047161,31,18,0,11,24,0,14,Low
P00047162,25,19,0,19,30,1,15,Low
P00047163,30,7,0,26,27,0,15,Low
P00047164,20,8,0,6,5,3,7,Low
P00047165,19,29,70,5,12,2,22,Low
P00047166,5,30,70,29,21,2,26,Low
P00047167,28,30,0,20,19,3,16,Low
P00047168,37,25,0,30,13,41,24,Low
P00047169,9,22,0,6,27,3,11,Low
P00047170,31,59,30,26,6,0,25,Low
P00047171,28,19,0,31,9,2,14,Low
P00047172,27,20,0,31,32,4,19,Low
P00047173,5,8,30,35,12,6,16,Low
P00047174,20,59,0,27,30,0,22,Low
P00047175,14,20,0,35,21,4,15,Low
P00047176,15,22,0,24,11,2,12,Low
P00047177,23,6,0,9,59,6,17,Low
P00047178,11,28,0,15,17,5,12,Low
P00047179,33,58,0,25,22,5,23,Low
P00047180,5,21,0,23,28,6,13,Low
P00047181,22,34,0,22,6,3,14,Low
P00047182,20,6,0,8,28,34,16,Low
P00047183,34,14,0,19,15,1,13,Low
P00047184,13,16,0,19,64,7,19,Low
P00047185,28,11,0,19,25,2,14,Low
P00047186,11,34,0,22,34,1,17,Low
P00047187,16,33,30,29,15,3,21,Low
P00047188,32,17,0,15,80,4,24,Low
P00047189,34,35,70,15,18,4,29,Low
P00047190,7,6,0,14,61,34,20,Low
P00047191,19,66,0,8,30,6,21,Low
P00047192,34,34,0,23,16,7,19,Low
P00047193,22,16,0,34,9,5,14,Low
P00047194,7,18,0,27,15,3,11,Low
P00047195,24,12,0,13,11,5,10,Low
P00047196,29,15,0,25,24,4,16,Low
P00047197,11,22,70,23,17,6,24,Low
P00047198,35,35,0,35,6,4,19,Low
P00047199,16,27,0,20,33,3,16,Low
P00047200,27,24,70,26,20,6,28,Low
P00047201,33,25,0,15,6,6,14,Low
P00047202,34,32,0,6,19,21,18,Low
P00047203,30,11,0,34,10,0,14,Low
P00047204,7,28,0,35,17,1,14,Low
P00047205,20,11,0,13,34,1,13,Low
P00047206,12,14,0,12,54,1,15,Low
P00047207,28,35,0,5,51,6,20,Low
P00047208,8,58,0,30,35,1,22,Low
P00047209,10,34,0,33,20,3,16,Low
P00047210,30,30,0,15,60,21,26,Low
P00047211,12,25,0,14,20,0,11,Low
P00047212,19,16,0,25,7,5,12,Low
P00047213,18,9,0,23,11,4,10,Low
P00047214,12,15,0,16,24,4,11,Low
P00047215,11,15,0,15,34,0,12,Low
P00047216,20,8,0,7,7,0,7,Low
P00047217,30,55,0,12,35,1,22,Low
P00047218,10,12,0,8,69,1,16,Low
P00047219,5,6,0,15,34,24,14,Low
P00047220,16,18,0,33,23,5,15,Low
P00047221,27,73,0,7,33,2,23,Low
P00047222,29,91,0,23,27,6,29,Low
P00047223,23,28,0,10,34,0,15,Low
P00047224,22,78,0,19,27,5,25,Low
P00047225,29,7,0,24,32,3,15,Low
P00047226,34,57,0,7,25,2,20,Low
P00047227,52,5,0,19,86,53,35,Medium
P00047228,6,11,0,10,35,5,11,Low
P00047229,18,24,70,8,22,4,24,Low
P00047230,31,33,0,24,20,1,18,Low
P00047231,11,24,0,23,35,1,15,Low
P00047232,5,34,0,27,59,2,21,Low
P00047233,17,84,0,12,5,5,20,Low
P00047234,7,33,0,17,59,4,20,Low
P00047235,46,12,0,12,19,45,22,Low
P00047236,35,27,0,13,17,7,16,Low
P00047237,11,32,0,33,9,2,14,Low
P00047238,16,58,0,28,15,40,26,Low
P00047239,29,30,0,32,29,1,20,Low
P00047240,33,15,0,32,8,2,15,Low
P00047241,10,77,0,30,14,4,22,Low
P00047242,18,23,0,25,29,4,16,Low
P00047243,16,14,0,27,11,0,11,Low
P00047244,29,28,0,20,20,0,16,Low
P00047245,8,31,0,12,7,1,9,Low
P00047246,34,68,0,14,66,5,31,Low
P00047247,19,26,0,26,28,0,16,Low
P00047248,34,17,0,34,11,0,16,Low
P00047249,35,10,0,13,5,6,11,Low
P00047250,14,15,0,18,5,2,9,Low
P00047251,24,35,0,31,57,6,25,Low
P00047252,28,10,0,28,20,1,14,Low
P00047253,25,27,0,11,7,6,12,Low
P00047254,9,8,0,32,79,6,22,Low
P00047255,30,16,0,10,32,4,15,Low
P00047256,12,14,0,21,29,5,13,Low
P00047257,27,25,0,32,8,0,15,Low
P00047258,26,7,0,26,14,6,13,Low
P00047259,8,32,70,26,9,5,25,Low
P00047260,15,27,0,9,30,2,13,Low
P00047261,10,28,30,24,9,0,16,Low
P00047262,23,91,0,25,24,1,27,Low
P00047263,32,27,0,13,24,1,16,Low
P00047264,35,33,0,7,24,3,17,Low
P00047265,68,8,0,14,52,47,31,Low
P00047266,21,27,0,29,14,0,15,Low
P00047267,18,32,0,17,26,7,16,Low
P00047268,7,16,0,24,30,6,13,Low
P00047269,31,5,0,25,15,4,13,Low
P00047270,55,33,0,16,20,58,30,Low
P00047271,35,12,0,31,16,4,16,Low
P00047272,25,35,0,18,68,0,24,Low
P00047273,15,12,0,24,19,0,11,Low
P00047274,23,32,0,18,25,4,17,Low
P00047275,10,35,0,24,28,5,17,Low
P00047276,24,34,70,16,22,0,27,Low
P00047277,28,19,0,20,26,1,15,Low
P00047278,16,6,0,15,32,1,11,Low
P00047279,19,12,0,12,15,7,10,Low
P00047280,18,55,0,13,32,3,20,Low
P00047281,34,16,0,20,61,5,22,Low
P00047282,15,15,0,7,9,3,8,Low
P00047283,23,8,0,14,7,3,9,Low
P00047284,35,5,0,23,26,6,15,Low
P00047285,25,17,0,8,12,0,10,Low
P00047286,28,62,30,18,19,4,26,Low
P00047287,53,27,0,22,16,53,28,Low
P00047288,21,19,0,20,25,0,14,Low
P00047289,33,10,0,30,56,4,22,Low
P00047290,14,22,0,32,26,2,16,Low
P00047291,34,6,0,26,34,6,17,Low
P00047292,29,23,0,8,28,6,15,Low
P00047293,31,52,0,33,35,3,25,Low
P00047294,18,15,0,24,35,6,16,Low
P00047295,17,11,0,9,13,32,13,Low
P00047296,10,25,0,27,52,20,22,Low
P00047297,26,12,0,12,13,3,11,Low
P00047298,17,12,0,25,5,3,10,Low
P00047299,29,9,0,22,24,6,15,Low
P00047300,27,56,0,25,25,2,22,Low
P00047301,16,33,0,6,18,2,12,Low
P00047302,35,12,0,31,20,32,21,Low
P00047303,19,29,0,16,18,4,14,Low
P00047304,34,9,0,6,31,5,14,Low
P00047305,18,27,0,13,20,5,13,Low
P00047306,14,26,0,22,28,3,15,Low
P00047307,9,23,0,12,35,0,13,Low
P00047308,9,11,0,26,26,2,12,Low
P00047309,5,70,0,6,8,1,15,Low
P00047310,14,48,0,18,13,0,15,Low
P00047311,32,7,0,6,31,28,17,Low
P00047312,16,28,0,22,67,29,27,Low
P00047313,59,10,0,34,34,51,31,Low
P00047314,19,31,0,15,80,1,24,Low
P00047315,8,5,0,26,8,3,8,Low
P00047316,15,23,0,31,5,1,12,Low
P00047317,21,76,0,12,16,4,21,Low
P00047318,33,12,0,18,6,34,17,Low
P00047319,34,35,0,29,23,6,21,Low
P00047320,42,27,0,17,10,46,23,Low
P00047321,19,20,30,18,19,1,17,Low
P00047322,68,29,70,12,12,47,39,Medium
P00047323,18,21,0,12,78,1,21,Low
P00047324,31,31,0,11,14,5,15,Low
P00047325,15,19,0,23,28,1,14,Low
P00047326,34,30,0,32,11,1,18,Low
P00047327,24,43,0,31,9,0,17,Low
P00047328,24,33,70,14,11,2,25,Low
P00047329,14,8,0,33,23,0,13,Low
P00047330,24,33,0,35,16,0,18,Low
P00047331,31,6,70,22,82,7,36,Medium
P00047332,28,29,0,15,10,0,13,Low
P00047333,14,17,0,21,26,4,13,Low
P00047334,17,32,0,11,11,1,12,Low
P00047335,32,34,0,21,34,3,20,Low
P00047336,30,18,0,7,19,7,13,Low
P00047337,22,16,0,33,9,4,14,Low
P00047338,34,16,0,22,6,2,13,Low
P00047339,13,23,0,5,10,0,8,Low
P00047340,18,19,0,13,6,4,10,Low
P00047341,22,34,0,22,28,7,18,Low
P00047342,29,16,0,6,30,1,13,Low
P00047343,7,70,0,16,35,3,21,Low
P00047344,31,18,0,6,29,4,14,Low
P00047345,14,86,0,7,35,6,24,Low
P00047346,17,34,0,20,5,2,13,Low
P00047347,22,9,0,21,5,1,9,Low
P00047348,29,31,0,28,23,24,22,Low
P00047349,21,5,0,25,9,1,10,Low
P00047350,19,14,0,31,35,4,17,Low
P00047351,11,71,0,19,34,2,22,Low
P00047352,58,6,0,26,31,52,28,Low
P00047353,31,19,0,9,17,40,19,Low
P00047354,5,27,0,19,35,0,14,Low
P00047355,23,22,0,12,31,5,15,Low
P00047356,23,46,0,30,25,6,21,Low
P00047357,21,20,0,24,24,5,15,Low
P00047358,25,27,0,20,11,7,15,Low
P00047359,32,66,0,29,15,0,23,Low
P00047360,35,86,0,34,18,5,29,Low
P00047361,21,34,0,25,31,7,19,Low
P00047362,30,24,0,14,29,4,16,Low
P00047363,10,28,0,27,23,5,15,Low
P00047364,27,14,0,9,34,6,15,Low
P00047365,11,5,0,22,26,6,11,Low
P00047366,25,13,0,26,28,7,16,Low
P00047367,18,34,0,16,10,2,13,Low
P00047368,30,69,0,7,67,4,29,Low
P00047369,24,5,0,6,32,3,11,Low
P00047370,19,13,0,15,85,5,22,Low
P00047371,35,33,0,12,64,0,24,Low
P00047372,35,34,0,23,17,4,18,Low
P00047373,9,33,0,31,8,6,14,Low
P00047374,25,10,0,28,31,3,16,Low
P00047375,18,25,0,30,6,3,13,Low
P00047376,29,9,0,25,16,1,13,Low
P00047377,35,21,70,15,12,2,25,Low
P00047378,17,35,0,26,25,6,18,Low
P00047379,32,7,70,16,6,1,22,Low
P00047380,35,21,0,5,13,40,19,Low
P00047381,24,11,0,34,13,5,14,Low
P00047382,13,5,0,33,68,2,20,Low
P00047383,21,72,0,26,52,1,28,Low
P00047384,21,35,0,8,21,5,15,Low
P00047385,14,12,0,18,5,5,9,Low
P00047386,35,17,70,26,48,3,33,Low
P00047387,17,29,0,25,20,7,16,Low
P00047388,12,17,0,12,15,0,9,Low
P00047389,21,30,0,11,31,0,15,Low
P00047390,29,74,0,8,19,0,21,Low
P00047391,30,14,0,8,13,7,12,Low
P00047392,22,15,30,31,17,24,23,Low
P00047393,26,11,0,5,25,5,12,Low
P00047394,43,31,0,24,23,49,28,Low
P00047395,11,31,0,22,27,6,16,Low
P00047396,35,8,0,11,23,2,13,Low
P00047397,5,29,0,5,12,26,12,Low
P00047398,24,8,0,26,16,1,12,Low
P00047399,54,24,0,5,35,41,26,Low
P00047400,35,12,0,21,20,6,15,Low
P00047401,5,9,0,5,27,1,7,Low
P00047402,19,30,0,34,16,5,17,Low
P00047403,8,9,0,35,8,3,10,Low
P00047404,15,13,0,9,9,4,8,Low
P00047405,9,10,0,21,27,4,11,Low
P00047406,35,24,0,22,16,4,16,Low
P00047407,26,32,0,8,63,5,22,Low
P00047408,25,16,0,21,20,2,14,Low
P00047409,8,6,0,26,6,1,7,Low
P00047410,21,34,0,32,33,5,20,Low
P00047411,14,13,0,34,23,3,14,Low
P00047412,27,14,0,31,50,0,20,Low
P00047413,14,20,0,11,26,2,12,Low
P00047414,29,10,0,23,19,6,14,Low
P00047415,22,16,30,33,29,0,21,Low
P00047416,33,26,0,6,33,1,16,Low
P00047417,21,28,0,30,14,2,15,Low
P00047418,32,29,0,29,29,6,20,Low
P00047419,34,32,0,32,28,3,21,Low
P00047420,18,23,70,11,63,2,31,Low
P00047421,29,30,0,5,9,0,12,Low
P00047422,17,6,0,19,74,0,19,Low
P00047423,7,91,0,5,9,2,19,Low
P00047424,25,23,0,12,22,2,14,Low
P00047425,6,77,0,11,13,7,19,Low
P00047426,23,22,0,12,8,3,11,Low
P00047427,13,21,0,13,31,0,13,Low
P00047428,10,38,0,7,24,6,14,Low
P00047429,30,9,0,23,20,3,14,Low
P00047430,28,12,0,32,22,6,16,Low
P00047431,15,56,0,31,19,6,21,Low
P00047432,30,15,30,25,7,2,18,Low
P00047433,31,62,30,24,27,3,29,Low
P00047434,35,32,0,34,30,4,22,Low
P00047435,8,17,0,27,15,6,12,Low
P00047436,19,52,0,13,16,0,16,Low
P00047437,26,70,0,7,44,5,25,Low
P00047438,9,5,0,22,31,0,11,Low
P00047439,23,15,0,6,6,2,8,Low
P00047440,29,5,0,14,10,1,9,Low
P00047441,11,11,0,20,31,4,12,Low
P00047442,87,35,0,20,33,48,37,Medium
P00047443,19,16,70,26,16,6,25,Low
P00047444,21,61,0,29,12,5,21,Low
P00047445,12,33,0,28,12,1,14,Low
P00047446,31,13,0,27,6,50,21,Low
P00047447,12,23,0,7,35,4,13,Low
P00047448,34,69,0,35,20,3,26,Low
P00047449,20,54,0,26,14,0,19,Low
P00047450,24,18,0,27,27,5,16,Low
P00047451,16,21,0,23,33,5,16,Low
P00047452,14,61,0,20,25,6,21,Low
P00047453,12,15,0,17,21,4,11,Low
P00047454,25,35,0,6,20,5,15,Low
P00047455,32,32,0,24,6,4,16,Low
P00047456,29,28,0,13,24,5,16,Low
P00047457,20,19,0,14,12,0,10,Low
P00047458,6,34,0,34,72,0,24,Low
P00047459,9,64,0,15,9,0,16,Low
P00047460,34,28,0,23,61,0,24,Low
P00047461,16,18,0,17,12,1,10,Low
P00047462,10,17,0,15,21,0,10,Low
P00047463,23,16,0,10,8,6,10,Low
P00047464,35,10,70,26,35,4,30,Low
P00047465,33,27,0,6,11,5,13,Low
P00047466,10,8,0,11,35,3,11,Low
P00047467,16,16,0,20,12,6,11,Low
P00047468,20,32,0,9,32,4,16,Low
P00047469,14,10,70,35,31,2,27,Low
P00047470,9,30,0,29,27,4,16,Low
P00047471,5,65,0,13,25,4,18,Low
P00047472,14,90,0,26,23,5,26,Low
P00047473,19,7,70,34,34,3,27,Low
P00047474,10,27,0,18,10,7,12,Low
P00047475,21,26,0,21,15,3,14,Low
P00047476,25,18,0,29,16,2,15,Low
P00047477,21,11,0,5,31,4,12,Low
P00047478,14,49,0,31,7,1,17,Low
P00047479,24,5,0,32,9,5,12,Low
P00047480,29,24,70,26,31,32,35,Medium
P00047481,18,20,0,13,31,3,14,Low
P00047482,5,27,0,10,17,0,9,Low
P00047483,35,25,0,19,58,5,23,Low
P00047484,32,9,0,25,21,1,14,Low
P00047485,25,15,0,5,8,3,9,Low
P00047486,14,10,70,14,10,40,26,Low
P00047487,20,23,0,14,17,2,12,Low
P00047488,7,17,0,5,78,28,22,Low
P00047489,29,30,0,18,27,6,18,Low
P00047490,30,46,0,9,24,3,18,Low
P00047491,6,18,0,5,28,2,9,Low
P00047492,14,23,0,10,26,1,12,Low
P00047493,12,33,0,9,57,0,18,Low
P00047494,6,17,0,6,18,1,8,Low
P00047495,19,26,70,17,20,5,26,Low
P00047496,24,8,0,19,87,4,23,Low
P00047497,17,33,70,13,28,4,27,Low
P00047498,30,17,0,19,33,3,17,Low
P00047499,27,13,0,30,8,5,13,Low
P00047500,13,27,0,6,28,5,13,Low
P00047501,9,26,0,28,27,7,16,Low
P00047502,83,25,0,5,13,46,28,Low
P00047503,27,29,0,22,14,1,15,Low
P00047504,31,33,0,28,29,1,20,Low
P00047505,30,7,0,15,27,4,13,Low
P00047506,13,6,0,14,29,23,14,Low
P00047507,28,22,0,16,28,0,15,Low
P00047508,29,8,0,28,28,5,16,Low
P00047509,26,30,0,13,10,6,14,Low
P00047510,16,10,0,32,9,5,12,Low
P00047511,15,35,0,22,19,0,15,Low
P00047512,18,83,30,18,32,3,30,Low
P00047513,20,18,0,15,33,39,20,Low
P00047514,23,35,0,29,19,2,18,Low
P00047515,6,15,0,34,21,7,13,Low
P00047516,9,13,0,15,9,5,8,Low
P00047517,9,19,0,16,80,5,21,Low
P00047518,8,14,0,24,10,0,9,Low
P00047519,17,27,0,17,16,2,13,Low
P00047520,30,17,0,19,6,0,12,Low
P00047521,34,14,0,21,16,0,14,Low
P00047522,6,49,0,23,5,4,14,Low
P00047523,13,28,0,21,33,5,16,Low
P00047524,34,27,0,29,12,4,17,Low
P00047525,6,10,0,6,17,2,6,Low
P00047526,34,17,0,14,21,0,14,Low
P00047527,33,35,70,7,12,5,27,Low
P00047528,16,11,0,5,11,4,7,Low
P00047529,24,6,0,33,13,4,13,Low
P00047530,24,29,0,19,32,4,18,Low
P00047531,7,35,0,24,9,2,12,Low
P00047532,24,14,0,14,44,0,16,Low
P00047533,5,19,70,24,26,2,24,Low
P00047534,12,48,0,35,14,5,19,Low
P00047535,12,20,70,24,30,3,26,Low
P00047536,30,6,0,15,17,1,11,Low
P00047537,29,30,0,13,14,4,15,Low
P00047538,15,10,0,19,21,1,11,Low
P00047539,18,15,0,19,28,0,13,Low
P00047540,11,24,0,20,15,4,12,Low
P00047541,15,16,0,28,13,3,12,Low
P00047542,22,27,0,29,6,6,15,Low
P00047543,22,16,70,22,5,0,22,Low
P00047544,13,21,0,33,29,5,16,Low
P00047545,13,26,0,10,7,3,9,Low
P00047546,20,66,0,17,27,5,22,Low
P00047547,10,20,0,12,26,1,11,Low
P00047548,9,13,0,8,6,4,6,Low
P00047549,15,62,0,32,13,4,21,Low
P00047550,22,18,0,32,31,7,18,Low
P00047551,23,19,0,28,17,0,14,Low
P00047552,11,5,0,21,18,3,9,Low
P00047553,35,22,0,18,34,6,19,Low
P00047554,16,13,0,11,23,2,10,Low
P00047555,32,60,30,6,11,32,28,Low
P00047556,25,19,0,17,8,35,17,Low
P00047557,26,13,0,30,6,4,13,Low
P00047558,8,10,0,14,32,0,10,Low
P00047559,33,24,0,19,17,0,15,Low
P00047560,33,35,0,23,30,4,20,Low
P00047561,10,9,0,12,25,2,9,Low
P00047562,14,18,0,6,33,3,12,Low
P00047563,19,23,0,19,27,0,14,Low
P00047564,32,15,0,35,19,1,17,Low
P00047565,21,7,0,23,58,5,19,Low
P00047566,31,24,0,7,20,0,13,Low
P00047567,30,28,0,22,29,4,18,Low
P00047568,29,33,0,25,33,5,20,Low
P00047569,7,5,0,21,20,5,9,Low
P00047570,20,25,0,17,34,1,16,Low
P00047571,31,7,30,13,20,0,16,Low
P00047572,20,70,30,35,7,1,27,Low
P00047573,21,8,0,30,19,1,13,Low
P00047574,29,15,0,15,12,4,12,Low
P00047575,24,33,0,15,22,0,15,Low
P00047576,7,5,0,10,33,0,9,Low
P00047577,33,33,0,9,14,4,15,Low
P00047578,29,14,0,24,22,3,15,Low
P00047579,31,32,30,25,5,0,20,Low
P00047580,22,24,0,27,20,6,16,Low
P00047581,10,12,0,12,31,1,11,Low
P00047582,14,27,0,29,10,3,13,Low
P00047583,20,18,0,21,31,7,16,Low
P00047584,32,8,0,27,32,5,17,Low
P00047585,30,28,0,11,34,0,17,Low
