Payment_ID,Project_ID,Vendor_ID,Invoice_ID,Payment_Date,Payment_Amount,Payment_Type
PAY000093046,P00046544,V028774,INV000093046,2025-08-11,2948138,First Installment
PAY000093047,P00046544,V028774,INV000093047,2025-11-14,4331862,Final Installment
PAY000093048,P00046545,V039064,INV000093048,2025-09-09,4235058,First Installment
PAY000093049,P00046545,V039064,INV000093049,2025-11-07,1509141,Intermediate Installment
PAY000093050,P00046545,V039064,INV000093050,2025-09-04,1365801,Final Installment
PAY000093051,P00046546,V034522,INV000093051,2025-04-25,981511,First Installment
PAY000093052,P00046546,V034522,INV000093052,2025-07-03,1728489,Final Installment
PAY000093053,P00046547,V002365,INV000093053,2025-08-12,2410000,First Installment
PAY000093054,P00046548,V012922,INV000093054,2025-05-02,9900000,First Installment
PAY000093055,P00046549,V035545,INV000093055,2025-05-28,4280000,First Installment
PAY000093056,P00046550,V015368,INV000093056,2025-08-04,4583975,First Installment
PAY000093057,P00046550,V015368,INV000093057,2025-05-02,4536025,Final Installment
PAY000093058,P00046551,V036422,INV000093058,2025-12-01,1738382,First Installment
PAY000093059,P00046551,V036422,INV000093059,2025-08-18,2411618,Final Installment
PAY000093060,P00046552,V017276,INV000093060,2025-08-19,931470,First Installment
PAY000093061,P00046552,V017276,INV000093061,2025-12-14,1648530,Final Installment
PAY000093062,P00046553,V048373,INV000093062,2025-09-19,1425896,First Installment
PAY000093063,P00046553,V048373,INV000093063,2025-10-15,2374104,Final Installment
PAY000093064,P00046554,V046079,INV000093064,2025-03-28,2360061,First Installment
PAY000093065,P00046554,V046079,INV000093065,2025-06-05,4379939,Final Installment
PAY000093066,P00046555,V004708,INV000093066,2025-07-26,735879,First Installment
PAY000093067,P00046555,V004708,INV000093067,2025-07-13,318015,Intermediate Installment
PAY000093068,P00046555,V004708,INV000093068,2025-04-18,306106,Final Installment
PAY000093069,P00046556,V018658,INV000093069,2025-12-23,3115250,First Installment
PAY000093070,P00046556,V018658,INV000093070,2026-01-26,5124750,Final Installment
PAY000093071,P00046557,V018280,INV000093071,2025-11-30,5200000,First Installment
PAY000093072,P00046558,V026371,INV000093072,2025-10-09,1820000,First Installment
PAY000093073,P00046559,V025616,INV000093073,2025-09-13,2300000,First Installment
PAY000093074,P00046560,V048774,INV000093074,2026-01-23,1613822,First Installment
PAY000093075,P00046560,V048774,INV000093075,2026-02-01,1826178,Final Installment
PAY000093076,P00046561,V041969,INV000093076,2025-10-21,1732408,First Installment
PAY000093077,P00046561,V041969,INV000093077,2025-11-25,1157592,Final Installment
PAY000093078,P00046562,V035459,INV000093078,2025-10-20,4175560,First Installment
PAY000093079,P00046562,V035459,INV000093079,2025-10-06,4404440,Final Installment
PAY000093080,P00046563,V007790,INV000093080,2025-06-23,2055942,First Installment
PAY000093081,P00046563,V007790,INV000093081,2025-11-15,4784058,Final Installment
PAY000093082,P00046564,V029121,INV000093082,2025-07-12,1790000,First Installment
PAY000093083,P00046565,V028999,INV000093083,2025-04-06,2863467,First Installment
PAY000093084,P00046565,V028999,INV000093084,2025-06-23,5576533,Final Installment
PAY000093085,P00046566,V031512,INV000093085,2025-08-13,2735739,First Installment
PAY000093086,P00046566,V031512,INV000093086,2025-09-24,2364261,Final Installment
PAY000093087,P00046567,V000633,INV000093087,2025-04-27,527786,First Installment
PAY000093088,P00046567,V000633,INV000093088,2025-07-05,542214,Final Installment
PAY000093089,P00046568,V026004,INV000093089,2025-07-04,654701,First Installment
PAY000093090,P00046568,V026004,INV000093090,2025-09-04,176829,Intermediate Installment
PAY000093091,P00046568,V026004,INV000093091,2025-07-24,318470,Final Installment
PAY000093092,P00046569,V002466,INV000093092,2025-03-02,3122653,First Installment
PAY000093093,P00046569,V002466,INV000093093,2025-07-21,5347347,Final Installment
PAY000093094,P00046570,V037038,INV000093094,2025-07-16,4590297,First Installment
PAY000093095,P00046570,V037038,INV000093095,2025-06-05,1452814,Intermediate Installment
PAY000093096,P00046570,V037038,INV000093096,2025-07-05,2946889,Final Installment
PAY000093097,P00046571,V028377,INV000093097,2025-06-07,3223727,First Installment
PAY000093098,P00046571,V028377,INV000093098,2025-09-19,2101814,Intermediate Installment
PAY000093099,P00046571,V028377,INV000093099,2025-08-27,2744459,Final Installment
PAY000093100,P00046572,V018548,INV000093100,2025-09-01,1463501,First Installment
PAY000093101,P00046572,V018548,INV000093101,2025-06-22,1576499,Final Installment
PAY000093102,P00046573,V011174,INV000093102,2025-11-20,9770000,First Installment
PAY000093103,P00046574,V041116,INV000093103,2025-08-08,2781987,First Installment
PAY000093104,P00046574,V041116,INV000093104,2025-08-25,3628013,Final Installment
PAY000093105,P00046575,V033061,INV000093105,2025-06-20,5130000,First Installment
PAY000093106,P00046576,V023357,INV000093106,2025-09-18,1940000,First Installment
PAY000093107,P00046577,V033945,INV000093107,2025-11-23,1677269,First Installment
PAY000093108,P00046577,V033945,INV000093108,2025-10-06,2112731,Final Installment
PAY000093109,P00046578,V028587,INV000093109,2025-06-30,362281,First Installment
PAY000093110,P00046578,V028587,INV000093110,2025-07-14,232965,Intermediate Installment
PAY000093111,P00046578,V028587,INV000093111,2025-11-16,464754,Final Installment
PAY000093112,P00046579,V036756,INV000093112,2025-10-15,2733543,First Installment
PAY000093113,P00046579,V036756,INV000093113,2025-08-19,2766457,Final Installment
PAY000093114,P00046580,V008183,INV000093114,2025-10-16,850953,First Installment
PAY000093115,P00046580,V008183,INV000093115,2025-12-06,1679047,Final Installment
PAY000093116,P00046581,V031442,INV000093116,2025-12-31,353359,First Installment
PAY000093117,P00046581,V031442,INV000093117,2025-11-04,206656,Intermediate Installment
PAY000093118,P00046581,V031442,INV000093118,2025-09-10,139985,Final Installment
PAY000093119,P00046582,V009633,INV000093119,2025-02-06,2478433,First Installment
PAY000093120,P00046582,V009633,INV000093120,2025-05-16,1891567,Final Installment
PAY000093121,P00046583,V049509,INV000093121,2025-05-10,1136497,First Installment
PAY000093122,P00046583,V049509,INV000093122,2025-06-01,2033503,Final Installment
PAY000093123,P00046584,V041255,INV000093123,2025-09-03,291279,First Installment
PAY000093124,P00046584,V041255,INV000093124,2025-07-25,238721,Final Installment
PAY000093125,P00046585,V018828,INV000093125,2025-08-23,3742782,First Installment
PAY000093126,P00046585,V018828,INV000093126,2025-08-22,2627218,Final Installment
PAY000093127,P00046586,V027109,INV000093127,2025-06-15,2106292,First Installment
PAY000093128,P00046586,V027109,INV000093128,2025-09-04,1973708,Final Installment
PAY000093129,P00046587,V020686,INV000093129,2025-06-28,1365819,First Installment
PAY000093130,P00046587,V020686,INV000093130,2025-04-05,1124181,Final Installment
PAY000093131,P00046588,V015252,INV000093131,2025-09-24,6620000,First Installment
PAY000093132,P00046589,V035838,INV000093132,2025-04-10,8740000,First Installment
PAY000093133,P00046590,V023794,INV000093133,2026-02-18,2958739,First Installment
PAY000093134,P00046590,V023794,INV000093134,2026-01-10,5301261,Final Installment
PAY000093135,P00046591,V006034,INV000093135,2025-10-13,8660000,First Installment
PAY000093136,P00046592,V038090,INV000093136,2025-04-24,2299501,First Installment
PAY000093137,P00046592,V038090,INV000093137,2025-06-04,1980499,Final Installment
PAY000093138,P00046593,V037649,INV000093138,2025-12-01,3657394,First Installment
PAY000093139,P00046593,V037649,INV000093139,2025-12-16,2085443,Intermediate Installment
PAY000093140,P00046593,V037649,INV000093140,2026-02-03,2357163,Final Installment
PAY000093141,P00046594,V046981,INV000093141,2025-02-21,2922963,First Installment
PAY000093142,P00046594,V046981,INV000093142,2025-04-08,2178442,Intermediate Installment
PAY000093143,P00046594,V046981,INV000093143,2025-03-29,3428595,Final Installment
PAY000093144,P00046595,V018496,INV000093144,2025-04-26,4026854,First Installment
PAY000093145,P00046595,V018496,INV000093145,2025-05-21,2966964,Intermediate Installment
PAY000093146,P00046595,V018496,INV000093146,2025-06-03,2986182,Final Installment
PAY000093147,P00046596,V041445,INV000093147,2025-11-09,4800000,First Installment
PAY000093148,P00046597,V030118,INV000093148,2025-02-10,3910367,First Installment
PAY000093149,P00046597,V030118,INV000093149,2025-02-26,1087310,Intermediate Installment
PAY000093150,P00046597,V030118,INV000093150,2025-04-15,1732323,Final Installment
PAY000093151,P00046598,V038613,INV000093151,2025-04-23,9260000,First Installment
PAY000093152,P00046599,V019563,INV000093152,2025-09-08,3842470,First Installment
PAY000093153,P00046599,V019563,INV000093153,2025-08-26,4347530,Final Installment
PAY000093154,P00046600,V029951,INV000093154,2025-12-29,1192076,First Installment
PAY000093155,P00046600,V029951,INV000093155,2026-02-11,624277,Intermediate Installment
PAY000093156,P00046600,V029951,INV000093156,2025-11-19,743647,Final Installment
PAY000093157,P00046601,V046940,INV000093157,2025-07-26,2002288,First Installment
PAY000093158,P00046601,V046940,INV000093158,2025-05-14,503998,Intermediate Installment
PAY000093159,P00046601,V046940,INV000093159,2025-09-10,993714,Final Installment
PAY000093160,P00046602,V033089,INV000093160,2025-06-16,9670000,First Installment
PAY000093161,P00046603,V045059,INV000093161,2025-03-18,897669,First Installment
PAY000093162,P00046603,V045059,INV000093162,2025-08-08,1492331,Final Installment
PAY000093163,P00046604,V016333,INV000093163,2025-06-17,2425227,First Installment
PAY000093164,P00046604,V016333,INV000093164,2025-07-04,1776296,Intermediate Installment
PAY000093165,P00046604,V016333,INV000093165,2025-07-31,2918477,Final Installment
PAY000093166,P00046605,V005360,INV000093166,2025-08-17,566988,First Installment
PAY000093167,P00046605,V005360,INV000093167,2025-06-03,583012,Final Installment
PAY000093168,P00046606,V009158,INV000093168,2025-07-10,1257064,First Installment
PAY000093169,P00046606,V009158,INV000093169,2025-08-27,1093451,Intermediate Installment
PAY000093170,P00046606,V009158,INV000093170,2025-07-17,1609485,Final Installment
PAY000093171,P00046607,V015858,INV000093171,2025-07-19,530838,First Installment
PAY000093172,P00046607,V015858,INV000093172,2025-09-22,629162,Final Installment
PAY000093173,P00046608,V047577,INV000093173,2025-10-03,2512391,First Installment
PAY000093174,P00046608,V047577,INV000093174,2026-01-31,3317609,Final Installment
PAY000093175,P00046609,V035619,INV000093175,2025-10-14,3950741,First Installment
PAY000093176,P00046609,V035619,INV000093176,2025-08-15,4269259,Final Installment
PAY000093177,P00046610,V013075,INV000093177,2025-10-21,1507418,First Installment
PAY000093178,P00046610,V013075,INV000093178,2025-10-17,1852582,Final Installment
PAY000093179,P00046611,V040626,INV000093179,2025-10-22,3316070,First Installment
PAY000093180,P00046611,V040626,INV000093180,2025-07-19,3253930,Final Installment
PAY000093181,P00046612,V038245,INV000093181,2025-09-26,3451803,First Installment
PAY000093182,P00046612,V038245,INV000093182,2025-06-20,5138197,Final Installment
PAY000093183,P00046613,V018595,INV000093183,2025-12-19,3319693,First Installment
PAY000093184,P00046613,V018595,INV000093184,2026-01-18,6270307,Final Installment
PAY000093185,P00046614,V010070,INV000093185,2025-11-08,9640000,First Installment
PAY000093186,P00046615,V010725,INV000093186,2025-08-22,2633420,First Installment
PAY000093187,P00046615,V010725,INV000093187,2025-08-13,1015185,Intermediate Installment
PAY000093188,P00046615,V010725,INV000093188,2025-08-06,1231395,Final Installment
PAY000093189,P00046616,V034570,INV000093189,2025-06-09,872778,First Installment
PAY000093190,P00046616,V034570,INV000093190,2025-07-16,293359,Intermediate Installment
PAY000093191,P00046616,V034570,INV000093191,2025-07-01,403863,Final Installment
PAY000093192,P00046617,V021934,INV000093192,2025-07-31,4280000,First Installment
PAY000093193,P00046618,V046236,INV000093193,2025-08-10,3436941,First Installment
PAY000093194,P00046618,V046236,INV000093194,2025-11-06,870843,Intermediate Installment
PAY000093195,P00046618,V046236,INV000093195,2025-11-22,2002216,Final Installment
PAY000093196,P00046619,V048979,INV000093196,2025-03-08,5700000,First Installment
PAY000093197,P00046620,V008339,INV000093197,2026-01-21,5850000,First Installment
PAY000093198,P00046621,V009973,INV000093198,2025-10-20,5200000,First Installment
PAY000093199,P00046622,V017258,INV000093199,2025-05-05,3239017,First Installment
PAY000093200,P00046622,V017258,INV000093200,2025-07-10,2500983,Final Installment
PAY000093201,P00046623,V033912,INV000093201,2025-08-15,940000,First Installment
PAY000093202,P00046624,V041234,INV000093202,2026-01-23,2579607,First Installment
PAY000093203,P00046624,V041234,INV000093203,2025-10-09,2130393,Final Installment
PAY000093204,P00046625,V012186,INV000093204,2025-05-17,8350000,First Installment
PAY000093205,P00046626,V034609,INV000093205,2025-04-18,4060754,First Installment
PAY000093206,P00046626,V034609,INV000093206,2025-04-16,2566350,Intermediate Installment
PAY000093207,P00046626,V034609,INV000093207,2025-07-19,1922896,Final Installment
PAY000093208,P00046627,V040197,INV000093208,2025-12-23,1065414,First Installment
PAY000093209,P00046627,V040197,INV000093209,2025-08-18,939584,Intermediate Installment
PAY000093210,P00046627,V040197,INV000093210,2025-09-23,835002,Final Installment
PAY000093211,P00046628,V011550,INV000093211,2025-03-24,2796388,First Installment
PAY000093212,P00046628,V011550,INV000093212,2025-04-12,4673612,Final Installment
PAY000093213,P00046629,V032008,INV000093213,2025-08-10,6310000,First Installment
PAY000093214,P00046630,V028836,INV000093214,2025-06-15,6020000,First Installment
PAY000093215,P00046631,V031818,INV000093215,2025-09-15,1050486,First Installment
PAY000093216,P00046631,V031818,INV000093216,2025-12-12,346160,Intermediate Installment
PAY000093217,P00046631,V031818,INV000093217,2026-02-18,753354,Final Installment
PAY000093218,P00046632,V004733,INV000093218,2025-02-01,552771,First Installment
PAY000093219,P00046632,V004733,INV000093219,2025-04-22,361523,Intermediate Installment
PAY000093220,P00046632,V004733,INV000093220,2025-02-03,345706,Final Installment
PAY000093221,P00046633,V000361,INV000093221,2025-05-10,2482069,First Installment
PAY000093222,P00046633,V000361,INV000093222,2025-03-31,5387931,Final Installment
PAY000093223,P00046634,V010450,INV000093223,2025-08-20,3003895,First Installment
PAY000093224,P00046634,V010450,INV000093224,2025-12-18,1644536,Intermediate Installment
PAY000093225,P00046634,V010450,INV000093225,2025-08-05,1351569,Final Installment
PAY000093226,P00046635,V022823,INV000093226,2025-06-21,3902802,First Installment
PAY000093227,P00046635,V022823,INV000093227,2025-05-30,1752508,Intermediate Installment
PAY000093228,P00046635,V022823,INV000093228,2025-07-08,1234690,Final Installment
PAY000093229,P00046636,V042358,INV000093229,2025-08-31,1540623,First Installment
PAY000093230,P00046636,V042358,INV000093230,2025-09-17,2309377,Final Installment
PAY000093231,P00046637,V032204,INV000093231,2025-09-17,3098686,First Installment
PAY000093232,P00046637,V032204,INV000093232,2025-09-01,2231314,Final Installment
PAY000093233,P00046638,V001006,INV000093233,2025-12-28,2640000,First Installment
PAY000093234,P00046639,V049134,INV000093234,2025-06-21,2737851,First Installment
PAY000093235,P00046639,V049134,INV000093235,2025-08-05,1370231,Intermediate Installment
PAY000093236,P00046639,V049134,INV000093236,2025-07-29,2361918,Final Installment
PAY000093237,P00046640,V010539,INV000093237,2025-04-17,1017347,First Installment
