UC_ID,Project_ID,UC_Submission_Date,Claimed_Utilized_Amount,Actual_Utilized_Amount,Completion_Percentage,UC_Status
UC00057591,P00057591,2025-12-21,2490000,2468812,90,Verified
UC00057592,P00057592,2025-10-22,1622336,1509338,100,Verified
UC00057593,P00057593,2025-06-09,8821427,8182254,94,Verified
UC00057594,P00057594,2025-12-24,2879341,2864048,82,Verified
UC00057595,P00057595,2025-09-23,2717571,2596130,82,Verified
UC00057596,P00057596,2025-07-17,8834742,8631643,96,Verified
UC00057597,P00057597,2026-01-02,9080000,8630353,84,Verified
UC00057598,P00057598,2025-10-10,2957116,2822571,98,Under Review
UC00057599,P00057599,2026-01-28,3709316,3476405,80,Verified
UC00057600,P00057600,2026-01-28,1940000,1906132,84,Verified
UC00057601,P00057601,2026-01-25,5889366,5821473,80,Under Review
UC00057602,P00057602,2025-10-05,7502252,7363329,81,Verified
UC00057603,P00057603,2026-01-18,6893865,6630018,87,Verified
UC00057604,P00057604,2025-10-24,1555194,1446953,81,Verified
UC00057605,P00057605,2025-11-02,6510606,6086057,91,Under Review
UC00057606,P00057606,2025-09-19,8450000,8123581,81,Verified
UC00057607,P00057607,2025-11-28,1465933,1411760,99,Verified
UC00057608,P00057608,2026-01-07,5710000,5528445,96,Verified
UC00057609,P00057609,2025-12-25,8524328,6573417,46,Suspicious
UC00057610,P00057610,2026-02-03,8186810,8086711,84,Verified
UC00057611,P00057611,2026-01-08,1130581,1086877,96,Under Review
UC00057612,P00057612,2025-05-06,5040000,5014493,97,Verified
UC00057613,P00057613,2026-04-07,1620000,1560955,84,Under Review
UC00057614,P00057614,2025-12-31,4801323,4683039,83,Under Review
UC00057615,P00057615,2025-08-20,472333,268694,70,Suspicious
UC00057616,P00057616,2025-09-24,5480000,5448404,89,Verified
UC00057617,P00057617,2026-03-25,2321181,2216054,95,Verified
UC00057618,P00057618,2026-01-10,618581,595431,95,Under Review
UC00057619,P00057619,2025-08-15,4527231,4204686,95,Verified
UC00057620,P00057620,2025-08-28,6945657,5560408,67,Under Review
UC00057621,P00057621,2025-11-10,529655,503377,86,Verified
UC00057622,P00057622,2025-09-27,6497133,6127411,98,Verified
UC00057623,P00057623,2026-05-30,5528776,5313068,93,Under Review
UC00057624,P00057624,2025-08-20,3836747,3629326,81,Verified
UC00057625,P00057625,2025-12-13,698354,539893,47,Under Review
UC00057626,P00057626,2025-06-20,2215802,2185222,98,Under Review
UC00057627,P00057627,2025-08-26,5522002,5394503,86,Verified
UC00057628,P00057628,2025-09-29,3134156,3023599,88,Verified
UC00057629,P00057629,2026-02-12,8035605,7497716,97,Verified
UC00057630,P00057630,2025-07-25,544790,537484,84,Verified
UC00057631,P00057631,2025-07-19,2736678,1673099,60,Suspicious
UC00057632,P00057632,2025-10-22,7393291,7246748,94,Verified
UC00057633,P00057633,2025-12-02,8262102,7692119,96,Verified
UC00057634,P00057634,2025-10-19,6160561,6073757,97,Under Review
UC00057635,P00057635,2025-10-24,4745839,4576969,92,Verified
UC00057636,P00057636,2025-10-04,9462515,4826120,46,Suspicious
UC00057637,P00057637,2025-07-31,6070000,5741241,97,Under Review
UC00057638,P00057638,2025-09-30,3850000,3771369,97,Verified
UC00057639,P00057639,2025-06-16,7402141,7336943,98,Under Review
UC00057640,P00057640,2025-09-08,4818574,4796556,85,Verified
UC00057641,P00057641,2025-09-20,1128663,1058431,94,Verified
UC00057642,P00057642,2025-08-15,1815943,1723523,82,Under Review
UC00057643,P00057643,2026-03-06,6278010,6130009,94,Under Review
UC00057644,P00057644,2025-08-26,8540940,8264426,90,Verified
UC00057645,P00057645,2026-01-14,2090422,2049764,92,Verified
UC00057646,P00057646,2025-07-07,4786020,4635322,91,Verified
UC00057647,P00057647,2025-11-28,1115869,615161,72,Suspicious
UC00057648,P00057648,2025-12-23,4099400,3803134,81,Under Review
UC00057649,P00057649,2025-09-19,3715777,1746445,42,Under Review
UC00057650,P00057650,2025-11-11,2750000,2695861,83,Under Review
UC00057651,P00057651,2025-11-09,4795122,4765337,88,Verified
UC00057652,P00057652,2026-05-21,7273052,5898450,53,Suspicious
UC00057653,P00057653,2025-09-29,3864412,3727312,90,Verified
UC00057654,P00057654,2026-03-08,415764,415233,97,Under Review
UC00057655,P00057655,2025-05-03,6244990,5894310,81,Verified
UC00057656,P00057656,2025-08-25,2911796,1402901,57,Under Review
UC00057657,P00057657,2026-02-11,5820000,5784972,86,Verified
UC00057658,P00057658,2025-09-14,2806712,2636178,85,Verified
UC00057659,P00057659,2025-10-26,5919584,5613323,90,Verified
UC00057660,P00057660,2025-12-08,1793502,1370982,52,Under Review
UC00057661,P00057661,2025-11-09,1534626,1462919,99,Verified
UC00057662,P00057662,2025-09-26,7296702,7089000,87,Under Review
UC00057663,P00057663,2026-02-10,3904739,3746744,99,Under Review
UC00057664,P00057664,2026-02-13,5044038,4711223,82,Under Review
UC00057665,P00057665,2025-08-17,1131853,844915,68,Under Review
UC00057666,P00057666,2025-11-22,6680765,5024449,49,Suspicious
UC00057667,P00057667,2025-12-11,4785318,4548685,80,Under Review
UC00057668,P00057668,2025-11-20,1899055,1760275,81,Verified
UC00057669,P00057669,2025-09-26,8428192,8413399,81,Verified
UC00057670,P00057670,2025-07-04,8043298,7708221,91,Verified
UC00057671,P00057671,2026-01-25,725026,706788,96,Verified
UC00057672,P00057672,2025-08-28,1234112,1195591,97,Under Review
UC00057673,P00057673,2025-12-26,7399972,7203676,82,Verified
UC00057674,P00057674,2025-10-17,3373706,3176962,84,Verified
UC00057675,P00057675,2025-07-31,4818855,4786059,85,Verified
UC00057676,P00057676,2025-11-12,7548287,7400033,83,Under Review
UC00057677,P00057677,2025-12-24,3515581,3484964,98,Under Review
UC00057678,P00057678,2025-08-28,6628949,6600279,99,Under Review
UC00057679,P00057679,2025-11-20,4291494,1880218,43,Under Review
UC00057680,P00057680,2025-08-14,5365162,2409306,54,Suspicious
UC00057681,P00057681,2025-10-11,1307969,1291439,87,Verified
UC00057682,P00057682,2025-09-06,3747510,3731378,83,Verified
UC00057683,P00057683,2025-11-29,5102155,5031655,82,Verified
UC00057684,P00057684,2025-11-17,6725811,6513727,92,Verified
UC00057685,P00057685,2026-04-05,3690000,3644968,81,Verified
UC00057686,P00057686,2026-05-27,7249312,7190975,96,Verified
UC00057687,P00057687,2026-03-08,4517523,4398240,90,Verified
UC00057688,P00057688,2025-11-24,8952168,5379373,54,Suspicious
UC00057689,P00057689,2025-12-02,2310000,2254979,84,Verified
UC00057690,P00057690,2025-12-27,4237977,2764215,54,Suspicious
UC00057691,P00057691,2025-09-07,5158358,5114985,97,Verified
UC00057692,P00057692,2025-11-14,937849,912124,88,Verified
UC00057693,P00057693,2026-03-14,881243,871514,96,Verified
UC00057694,P00057694,2025-10-14,8662797,8609462,100,Verified
UC00057695,P00057695,2026-03-29,6509596,6436846,91,Verified
UC00057696,P00057696,2025-12-19,1774006,1659024,98,Verified
UC00057697,P00057697,2025-08-21,6666634,6515527,93,Verified
UC00057698,P00057698,2025-10-24,3040000,3017068,87,Verified
UC00057699,P00057699,2025-11-12,1690000,1639711,88,Verified
UC00057700,P00057700,2026-01-07,3624694,3582142,81,Under Review
UC00057701,P00057701,2025-06-07,7468900,7415500,98,Under Review
UC00057702,P00057702,2026-01-19,3112979,3090495,83,Verified
UC00057703,P00057703,2026-02-19,888391,885365,85,Verified
UC00057704,P00057704,2026-01-04,8004256,6251429,74,Suspicious
UC00057705,P00057705,2026-04-03,4256980,4139010,92,Under Review
UC00057706,P00057706,2025-11-26,547916,524682,88,Verified
UC00057707,P00057707,2025-07-14,2427690,1078615,60,Suspicious
UC00057708,P00057708,2025-11-18,4797167,4779918,89,Verified
UC00057709,P00057709,2025-10-08,8157682,7930849,99,Verified
UC00057710,P00057710,2026-01-14,646340,268196,41,Suspicious
UC00057711,P00057711,2025-06-25,7151278,6935843,89,Verified
UC00057712,P00057712,2025-08-25,4189800,4117280,92,Verified
UC00057713,P00057713,2025-08-17,1187534,1128412,96,Verified
UC00057714,P00057714,2025-12-09,1589968,1586407,82,Verified
UC00057715,P00057715,2025-12-17,4474140,4270657,98,Under Review
UC00057716,P00057716,2025-08-27,9806683,9620293,98,Under Review
UC00057717,P00057717,2025-07-29,8733815,8102237,100,Verified
UC00057718,P00057718,2026-03-03,3415615,3279587,94,Verified
UC00057719,P00057719,2025-12-17,6619238,6145158,84,Under Review
UC00057720,P00057720,2025-10-16,7487144,7170533,84,Verified
UC00057721,P00057721,2026-02-14,1657208,1555991,97,Verified
UC00057722,P00057722,2026-01-30,2370111,2341021,96,Verified
UC00057723,P00057723,2025-11-23,7300431,4209163,64,Under Review
UC00057724,P00057724,2025-11-02,2004620,1946579,100,Verified
UC00057725,P00057725,2026-02-17,6851356,6613591,93,Verified
UC00057726,P00057726,2025-07-15,5784636,5548756,97,Verified
UC00057727,P00057727,2026-05-05,3828340,3552202,81,Verified
UC00057728,P00057728,2025-08-26,1672432,1625321,80,Verified
UC00057729,P00057729,2026-01-24,6790000,6667391,84,Verified
UC00057730,P00057730,2026-04-03,7520000,7417965,95,Verified
UC00057731,P00057731,2025-11-01,9480000,9305504,96,Under Review
UC00057732,P00057732,2025-09-25,2360365,2330866,85,Under Review
UC00057733,P00057733,2025-09-08,5852268,5644344,98,Verified
UC00057734,P00057734,2025-11-27,790933,778880,99,Verified
UC00057735,P00057735,2026-02-16,1780414,1744940,99,Under Review
UC00057736,P00057736,2026-02-09,7360000,7235981,90,Under Review
UC00057737,P00057737,2025-11-06,8380484,8044278,81,Verified
UC00057738,P00057738,2026-01-01,3600000,3597860,81,Verified
UC00057739,P00057739,2026-05-18,7990000,7853545,96,Verified
UC00057740,P00057740,2025-08-15,9890000,9592515,99,Verified
UC00057741,P00057741,2025-08-31,8740000,8538873,87,Verified
UC00057742,P00057742,2026-05-03,8422058,8313828,84,Verified
UC00057743,P00057743,2025-09-04,1939268,1911539,88,Verified
UC00057744,P00057744,2025-10-07,4759228,4513133,89,Under Review
UC00057745,P00057745,2026-01-16,8833266,8586974,95,Under Review
UC00057746,P00057746,2026-01-16,5046012,4721458,96,Under Review
UC00057747,P00057747,2025-08-13,2960323,2839404,83,Verified
UC00057748,P00057748,2025-11-25,9109417,8766445,89,Verified
UC00057749,P00057749,2025-11-12,1124574,1124405,80,Under Review
UC00057750,P00057750,2026-04-06,5713128,5312042,83,Verified
UC00057751,P00057751,2026-04-15,8727153,6829834,47,Suspicious
UC00057752,P00057752,2025-10-07,9370000,9088001,96,Under Review
UC00057753,P00057753,2025-10-08,3979823,3768131,88,Verified
UC00057754,P00057754,2025-12-30,9096392,9080062,95,Under Review
UC00057755,P00057755,2025-08-05,4029723,3940097,97,Verified
UC00057756,P00057756,2025-09-23,4210000,4183520,88,Verified
UC00057757,P00057757,2026-03-02,7200813,6797073,89,Verified
UC00057758,P00057758,2025-11-23,6695240,6638114,97,Verified
UC00057759,P00057759,2025-10-04,4805835,4564072,82,Verified
UC00057760,P00057760,2025-10-03,5072966,4806068,85,Verified
UC00057761,P00057761,2026-01-10,4783369,4454940,82,Verified
UC00057762,P00057762,2025-11-04,8160000,7938946,80,Under Review
UC00057763,P00057763,2026-01-20,5097035,4868794,85,Verified
UC00057764,P00057764,2026-04-07,7656441,7214581,92,Verified
UC00057765,P00057765,2026-01-05,4884145,4790214,97,Under Review
UC00057766,P00057766,2025-11-09,999457,964263,94,Under Review
UC00057767,P00057767,2025-05-25,5833931,3237879,64,Suspicious
UC00057768,P00057768,2025-10-07,2548804,2484043,100,Verified
UC00057769,P00057769,2025-10-07,7267426,7156120,85,Verified
UC00057770,P00057770,2025-08-21,3794602,3733807,96,Verified
UC00057771,P00057771,2025-08-28,6354047,6143583,83,Verified
UC00057772,P00057772,2025-10-22,1520000,1466689,95,Verified
UC00057773,P00057773,2025-05-29,5010634,2407650,59,Suspicious
UC00057774,P00057774,2025-05-19,2889699,2777186,95,Verified
UC00057775,P00057775,2025-12-18,5084084,5042679,85,Verified
UC00057776,P00057776,2025-11-29,6990000,6881039,86,Verified
UC00057777,P00057777,2026-01-16,2957140,2816833,89,Verified
UC00057778,P00057778,2025-11-13,4257610,4237788,80,Under Review
UC00057779,P00057779,2025-07-08,2573331,2550196,97,Under Review
UC00057780,P00057780,2025-08-17,4760000,4486617,100,Verified
UC00057781,P00057781,2025-11-30,2784342,2578948,93,Verified
UC00057782,P00057782,2025-12-07,5162694,4840161,81,Under Review
UC00057783,P00057783,2025-12-13,8898431,6643679,54,Under Review
UC00057784,P00057784,2025-11-17,4797244,4778602,99,Under Review
UC00057785,P00057785,2026-02-19,1891931,1771077,95,Verified
UC00057786,P00057786,2025-07-17,3439037,3295883,96,Verified
UC00057787,P00057787,2025-10-23,2150000,2147138,98,Verified
UC00057788,P00057788,2026-03-03,7502238,7340263,88,Under Review
UC00057789,P00057789,2025-09-10,1476258,1387751,96,Verified
UC00057790,P00057790,2025-10-30,1385205,1293085,99,Verified
UC00057791,P00057791,2025-11-23,3950569,3766697,93,Verified
UC00057792,P00057792,2025-06-15,7320000,7133229,89,Verified
UC00057793,P00057793,2026-01-19,2920000,2884545,86,Verified
UC00057794,P00057794,2025-09-07,8095249,7503710,81,Under Review
UC00057795,P00057795,2026-03-10,9520000,9377004,81,Verified
UC00057796,P00057796,2026-01-22,5027435,4806824,93,Under Review
UC00057797,P00057797,2025-08-21,7268195,4360083,62,Suspicious
UC00057798,P00057798,2025-08-24,4745178,4556231,83,Verified
UC00057799,P00057799,2025-10-28,883051,857229,99,Verified
UC00057800,P00057800,2025-05-20,2000279,1985563,93,Verified
UC00057801,P00057801,2026-02-28,2570000,2442267,93,Verified
UC00057802,P00057802,2025-09-14,612570,586984,89,Verified
UC00057803,P00057803,2025-08-26,1210000,1154058,99,Verified
UC00057804,P00057804,2026-06-01,4440000,4264059,94,Verified
UC00057805,P00057805,2025-09-03,4412955,4111182,93,Under Review
UC00057806,P00057806,2025-07-12,5592849,5453147,89,Verified
UC00057807,P00057807,2026-01-13,1828298,1744894,93,Verified
UC00057808,P00057808,2025-09-12,4792439,4714549,80,Verified
UC00057809,P00057809,2025-11-30,7948684,7561044,90,Verified
UC00057810,P00057810,2025-08-09,2941694,2860716,91,Verified
UC00057811,P00057811,2025-06-29,9930000,9430932,87,Verified
UC00057812,P00057812,2025-12-11,2682260,2617980,90,Verified
UC00057813,P00057813,2026-03-06,7702843,7158113,100,Verified
UC00057814,P00057814,2026-01-31,2425254,2417643,98,Verified
UC00057815,P00057815,2026-02-13,5833183,5622805,87,Under Review
UC00057816,P00057816,2025-10-31,3160000,3151846,91,Verified
UC00057817,P00057817,2025-09-21,4722431,4556407,100,Verified
UC00057818,P00057818,2025-05-24,9543774,9440394,97,Verified
UC00057819,P00057819,2025-07-31,6404487,6375052,89,Under Review
UC00057820,P00057820,2025-06-17,2107832,1999457,88,Verified
UC00057821,P00057821,2026-01-30,1504868,805543,54,Under Review
UC00057822,P00057822,2025-11-03,6816010,6467749,98,Under Review
UC00057823,P00057823,2026-03-27,1739240,1679764,98,Verified
UC00057824,P00057824,2026-01-15,6642959,3737308,57,Under Review
UC00057825,P00057825,2025-05-24,896448,836664,95,Verified
UC00057826,P00057826,2025-11-06,5693732,5632769,96,Verified
UC00057827,P00057827,2025-11-20,573661,567662,81,Under Review
UC00057828,P00057828,2025-11-27,7740000,7701976,84,Verified
UC00057829,P00057829,2025-09-24,6541182,6124494,91,Under Review
UC00057830,P00057830,2025-12-20,9130895,8683200,81,Under Review
UC00057831,P00057831,2025-08-28,7064308,6704499,98,Verified
UC00057832,P00057832,2025-10-24,6963057,5195630,45,Suspicious
UC00057833,P00057833,2026-03-09,6431881,6260467,82,Verified
UC00057834,P00057834,2026-01-15,2825457,1676201,44,Suspicious
UC00057835,P00057835,2026-01-01,8300000,7840720,86,Under Review
UC00057836,P00057836,2025-05-13,2204854,2185562,81,Verified
UC00057837,P00057837,2026-01-20,827267,826402,81,Verified
UC00057838,P00057838,2025-06-18,2848444,2739492,88,Verified
UC00057839,P00057839,2025-10-25,7580000,7369408,84,Under Review
UC00057840,P00057840,2026-01-04,4403285,3345021,65,Under Review
UC00057841,P00057841,2025-10-14,8578977,8191235,90,Verified
UC00057842,P00057842,2025-09-03,4411151,4237954,91,Verified
UC00057843,P00057843,2026-04-21,2248412,2118466,95,Verified
UC00057844,P00057844,2025-11-28,767121,749989,94,Verified
UC00057845,P00057845,2026-02-05,902845,878067,84,Verified
UC00057846,P00057846,2025-10-06,7181592,6974844,82,Verified
UC00057847,P00057847,2025-11-17,5841881,5841676,96,Verified
UC00057848,P00057848,2025-06-09,6466678,4048383,60,Suspicious
UC00057849,P00057849,2026-01-08,6430919,6068921,86,Verified
UC00057850,P00057850,2025-12-09,4254701,4001491,94,Under Review
UC00057851,P00057851,2025-11-17,6189673,5817090,95,Under Review
UC00057852,P00057852,2025-06-16,3910000,3857715,83,Under Review
UC00057853,P00057853,2025-12-19,7598294,7573399,80,Verified
UC00057854,P00057854,2025-12-23,8249403,7738740,97,Under Review
UC00057855,P00057855,2025-11-20,5691650,5631334,95,Verified
UC00057856,P00057856,2026-02-04,8570000,8430783,87,Verified
UC00057857,P00057857,2025-11-24,1360000,1352112,84,Verified
UC00057858,P00057858,2025-08-19,7084330,6714175,89,Verified
UC00057859,P00057859,2026-01-26,3148218,3053915,85,Under Review
UC00057860,P00057860,2026-04-17,3350631,3274781,84,Verified
UC00057861,P00057861,2025-06-09,2560953,2523243,90,Under Review
UC00057862,P00057862,2025-09-16,6057350,5991658,95,Verified
UC00057863,P00057863,2026-04-08,2420209,2406641,88,Under Review
UC00057864,P00057864,2025-10-17,7911363,7908769,93,Verified
UC00057865,P00057865,2025-12-21,3069506,2956870,96,Verified
UC00057866,P00057866,2025-12-30,5671218,5290275,89,Verified
UC00057867,P00057867,2025-05-02,3118396,2979832,83,Verified
UC00057868,P00057868,2026-01-03,8237885,8038128,88,Under Review
UC00057869,P00057869,2025-08-16,2029910,1994576,91,Verified
UC00057870,P00057870,2025-10-25,5443142,5175506,81,Verified
UC00057871,P00057871,2025-08-23,6274761,6010424,92,Verified
UC00057872,P00057872,2025-11-12,7438217,7073943,92,Verified
UC00057873,P00057873,2025-10-20,8511492,8025893,83,Verified
UC00057874,P00057874,2026-03-03,6899380,5021463,41,Suspicious
UC00057875,P00057875,2025-07-20,8636973,8147872,89,Verified
UC00057876,P00057876,2025-08-17,5977252,5648285,94,Verified
UC00057877,P00057877,2025-11-14,444814,439454,82,Verified
UC00057878,P00057878,2025-10-24,2368103,2357381,85,Under Review
UC00057879,P00057879,2025-10-09,4962266,4846576,92,Verified
UC00057880,P00057880,2025-10-20,2143663,2048120,90,Verified
UC00057881,P00057881,2026-04-04,4083456,2979708,51,Suspicious
UC00057882,P00057882,2025-09-04,3147631,3092333,87,Under Review
UC00057883,P00057883,2025-12-14,2411777,2326578,90,Verified
UC00057884,P00057884,2025-12-18,484191,453558,82,Verified
UC00057885,P00057885,2026-01-01,7447939,7286177,99,Verified
UC00057886,P00057886,2026-02-27,9258539,6345611,70,Suspicious
UC00057887,P00057887,2026-01-08,3370000,3302156,88,Verified
UC00057888,P00057888,2025-11-26,6144481,5981111,83,Verified
UC00057889,P00057889,2025-10-27,8915263,8401066,80,Verified
UC00057890,P00057890,2025-07-11,704646,665625,85,Under Review
UC00057891,P00057891,2025-10-27,1128830,678388,43,Under Review
UC00057892,P00057892,2025-09-17,500000,491353,99,Verified
UC00057893,P00057893,2026-01-19,2010580,1955938,100,Verified
UC00057894,P00057894,2025-10-07,6133394,6123563,91,Under Review
